latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-11.6456,130.3941,351.5,1,1,2019/8/2,140,Terra,MODIS,96,6.3,306.5,54.7,D,0
-11.7453,131.0684,319.4,1,1,2019/8/2,140,Terra,MODIS,60,6.3,303.3,9,D,0
-11.6545,130.3928,359,1,1,2019/8/2,140,Terra,MODIS,99,6.3,308.4,72.7,D,0
-11.6559,130.4019,359.3,1,1,2019/8/2,140,Terra,MODIS,99,6.3,308.5,73.7,D,0
-11.6444,130.2632,319.3,1,1,2019/8/2,140,Terra,MODIS,55,6.3,305.2,9.5,D,0
-11.6594,130.364,324.4,1,1,2019/8/2,140,Terra,MODIS,68,6.3,306.7,11.5,D,0
-11.6663,130.4097,348.3,1,1,2019/8/2,140,Terra,MODIS,94,6.3,308.4,48.5,D,0
-11.6676,130.4188,326.4,1,1,2019/8/2,140,Terra,MODIS,47,6.3,303.8,14.3,D,0
-11.687,130.4253,344,1,1,2019/8/2,140,Terra,MODIS,92,6.3,305.4,40.3,D,0
-11.696,130.4239,331.2,1,1,2019/8/2,140,Terra,MODIS,60,6.3,305.5,19.5,D,0
-11.7311,130.661,322,1,1,2019/8/2,140,Terra,MODIS,72,6.3,304.8,10.7,D,0
-11.7325,130.6701,346.1,1,1,2019/8/2,,,,,,,,,
